id,day,month,year,lat,long,depth,habitat,parasite,syear,smonth,sday,slong,slat,sdepth,stemp,ssal
9246,16,12,2017,43.3921,3.7231,5,Sandy,0,2017,12,15,4,43,5.021589756,12.83588886,38.28263474
9247,16,12,2017,42.8457,3.0076,5,Sandy,0,2017,12,15,3,43,5.021589756,13.09921455,38.18853378
9285,5,1,2018,42.3906,3.1614,4,Phanerogams,0,2018,1,15,3,42,5.021589756,12,38.12898254
9411,13,2,2018,42.3467,3.2022,10,Phanerogams,0,2018,2,15,3,42,5.021589756,11,38.16822815
OcInt117,16,2,2018,42.462875,3.161936,6,Phanerogams,0,2018,2,15,3,42,5.021589756,13.00435257,38.16822815
OcInt59,5,1,2018,35.774426,-0.800235,12,Mixed,0,2018,1,15,-1,36,15.07853985,14,36.77147675
OcInt60,22,7,2017,35.719867,-0.619714,10,Mixed,0,2017,7,15,-1,36,5.021589756,22,36.71208954
OcInt61,23,8,2017,35.819849,-0.494612,8,Phanerogams     ,0,2017,8,15,0,36,5.021589756,22.5,36.83926392
OcN1000,13,3,2018,42.292812,3.290981,"2,1",Phanerogams     ,0,2018,3,13,3,42,2.1,12,37.97
OcN1001,14,3,2018,42.25226,3.257328,8,Phanerogams     ,0,2018,3,14,3,42,8,12,38.36
OcN1002,14,3,2018,42.249104,3.242529,"5,2",Phanerogams     ,0,2018,3,14,3,42,5.2,12,38.36
OcN108,6,8,2017,39.895044,0.68344,45,Others,0,2017,8,15,1,40,45.44776154,17,38.0739975
OcN12,13,12,2017,42.292812,3.290981,"2,1",Phanerogams     ,0,2017,12,15,3,42,5.021589756,14.0310545,38.11434555
OcN13,13,3,2018,42.292812,3.290981,"2,1",Phanerogams     ,0,2018,3,15,3,42,5.021589756,12,38.16822815
OcN14,14,3,2018,42.25226,3.257328,8,Phanerogams     ,0,2018,3,15,3,42,5.021589756,12,38.16822815
OcN15,14,3,2018,42.249104,3.242529,"5,2",Phanerogams     ,0,2018,3,15,3,42,5.021589756,12,38.16822815
OcN34,2,6,2017,40.586945,0.613231,"0,8",Phanerogams     ,0,2017,6,15,1,41,5.021589756,23,36.45
OcN35,2,6,2017,40.599421,0.662752,"0,5",Phanerogams     ,0,2017,6,15,1,41,5.021589756,23,36.45
OcN36,5,7,2017,40.586945,0.613231,"0,8",Phanerogams     ,0,2017,7,15,1,41,5.021589756,24.4,37.46
OcN37,5,7,2017,40.599421,0.662752,"0,5",Phanerogams     ,0,2017,7,15,1,41,5.021589756,24.4,37.46
OcN38,2,8,2017,40.586945,0.613231,"0,8",Phanerogams     ,0,2017,8,15,1,41,5.021589756,28.1,34.98
OcN39,2,8,2017,40.599421,0.662752,"0,5",Phanerogams     ,0,2017,8,15,1,41,5.021589756,28.1,34.98
OcN40,7,9,2017,40.586945,0.613231,"0,8",Phanerogams     ,0,2017,9,15,1,41,5.021589756,24.8,35.71
OcN41,7,9,2017,40.599421,0.662752,"0,5",Phanerogams     ,0,2017,9,15,1,41,5.021589756,24.8,35.71
OcN42,23,10,2017,40.586945,0.613231,"0,8",Phanerogams     ,0,2017,10,15,1,41,5.021589756,20.3,35.1
OcN43,23,10,2017,40.599421,0.662752,"0,5",Phanerogams     ,0,2017,10,15,1,41,5.021589756,20.3,35.1
OcN44,4,1,2018,40.586945,0.613231,"0,8",Phanerogams     ,0,2018,1,15,1,41,5.021589756,12.43,36.12
OcN45,4,1,2018,40.599421,0.662752,"0,5",Phanerogams     ,0,2018,1,15,1,41,5.021589756,12.58,35.6
OcN46,23,1,2018,40.586945,0.613231,"0,8",Phanerogams     ,0,2018,1,15,1,41,5.021589756,12.18,35.18
OcN47,23,1,2018,40.599421,0.662752,"0,5",Phanerogams     ,0,2018,1,15,1,41,5.021589756,13.64,36.13
OcN48,15,1,2018,40.784864,0.728472,"0,5",Phanerogams     ,0,2018,1,15,1,41,5.021589756,9.71,36.16
OcN92,13,12,2017,42.293071,3.289714,5,Phanerogams     ,0,2017,12,15,3,42,5.021589756,11,38.11434555
OcN97,6,7,2017,37.736718,-0.788629,2,Mixed,0,2017,7,15,-1,38,5.021589756,24,42
OcN98,17,8,2017,37.736718,-0.788629,2,Mixed,0,2017,8,15,-1,38,5.021589756,28,42.65
OcN99,24,2,2017,37.736718,-0.788629,2,Mixed,0,2017,2,15,-1,38,5.021589756,15,40.1
SEM1,1,5,2017,35.181792,-2.431787,5,Phanerogams,0,2017,5,15,-2,35,5.021589756,18.74014473,36.60722733
SEM4,1,6,2017,36.150502,-5.397335,5,,0,2017,6,15,-5,36,5.021589756,20.74131203,36.4530983
